Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Origin_population,Destination_population
LAS,TPA,"Las Vegas, NV","Tampa, FL",1984,1456549,2442189
PIT,TPA,"Pittsburgh, PA","Tampa, FL",873,2418223,2442189
PVD,TPA,"Providence, RI","Tampa, FL",1137,1596350,2442189
ACY,TPA,"Atlantic City, NJ","Tampa, FL",914,254890,2442189
PHL,TPA,"Philadelphia, PA","Tampa, FL",920,11445082,2442189
OKC,TPA,"Oklahoma City, OK","Tampa, FL",1023,1107695,2442189
JAX,TPA,"Jacksonville, FL","Tampa, FL",180,1148044,2442189
CRP,TPA,"Corpus Christi, TX","Tampa, FL",915,401280,2442189
PBI,TPA,"West Palm Beach, FL","Tampa, FL",174,5120256,2442189
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",197,5120256,2442189
SLC,TPA,"Salt Lake City, UT","Tampa, FL",1887,988989,2442189
ATL,TPA,"Atlanta, GA","Tampa, FL",406,4432950,2442189
BUF,TPA,"Buffalo, NY","Tampa, FL",1054,1163528,2442189
DTW,TPA,"Detroit, MI","Tampa, FL",983,8958464,2442189
ORD,TPA,"Chicago, IL","Tampa, FL",1012,18385002,2442189
MDW,TPA,"Chicago, IL","Tampa, FL",997,18385002,2442189
YIP,TPA,"Detroit, MI","Tampa, FL",985,8958464,2442189
IAH,TPA,"Houston, TX","Tampa, FL",787,4851189,2442189
HOU,TPA,"Houston, TX","Tampa, FL",781,4851189,2442189
MEM,TPA,"Memphis, TN","Tampa, FL",656,1216654,2442189
MCO,TPA,"Orlando, FL","Tampa, FL",80,1708955,2442189
BDL,TPA,"Hartford, CT","Tampa, FL",1111,1156981,2442189
GPT,TPA,"Gulfport, MS","Tampa, FL",429,248185,2442189
EWN,TPA,"New Bern, NC","Tampa, FL",587,116249,2442189
EYW,TPA,"Key West, FL","Tampa, FL",240,79105,2442189
PHX,TPA,"Phoenix, AZ","Tampa, FL",1788,3388445,2442189
RDU,TPA,"Raleigh, NC","Tampa, FL",587,835602,2442189
CMH,TPA,"Columbus, OH","Tampa, FL",829,1642112,2442189
CAE,TPA,"Columbia, SC","Tampa, FL",420,657598,2442189
MIA,TPA,"Miami, FL","Tampa, FL",204,10240512,2442189
AUS,TPA,"Austin, TX","Tampa, FL",930,1324426,2442189
TUL,TPA,"Tulsa, OK","Tampa, FL",965,867707,2442189
EWR,TPA,"Newark, NJ","Tampa, FL",998,18490029,2442189
PUB,TPA,"Pueblo, CO","Tampa, FL",1453,144130,2442189
DFW,TPA,"Dallas, TX","Tampa, FL",929,10709246,2442189
BOS,TPA,"Boston, MA","Tampa, FL",1185,8886620,2442189
DAY,TPA,"Dayton, OH","Tampa, FL",828,846089,2442189
BOS,TPA,"Boston, MA","Tampa, FL",1185,8918022,2483575
DFW,TPA,"Dallas, TX","Tampa, FL",929,10953156,2483575
AFW,TPA,"Dallas, TX","Tampa, FL",946,10953156,2483575
APF,TPA,"Naples, FL","Tampa, FL",134,275367,2483575
DAL,TPA,"Dallas, TX","Tampa, FL",917,10953156,2483575
MIA,TPA,"Miami, FL","Tampa, FL",204,10425204,2483575
AUS,TPA,"Austin, TX","Tampa, FL",930,1353176,2483575
ALB,TPA,"Albany, NY","Tampa, FL",1130,833752,2483575
AUS,TPA,"Austin, TX","Tampa, FL",928,1353176,2483575
EWR,TPA,"Newark, NJ","Tampa, FL",998,18590085,2483575
TOL,TPA,"Toledo, OH","Tampa, FL",941,666252,2483575
TUS,TPA,"Tucson, AZ","Tampa, FL",1721,886063,2483575
EWR,MCF,"Newark, NJ","Tampa, FL",1005,18590085,2483575
PVD,TPA,"Providence, RI","Tampa, FL",1137,1608751,2483575
PIT,TPA,"Pittsburgh, PA","Tampa, FL",873,2408973,2483575
STL,TPA,"St. Louis, MO","Tampa, FL",869,2733818,2483575
MHT,TPA,"Manchester, NH","Tampa, FL",1204,390921,2483575
CHS,TPA,"Charleston, SC","Tampa, FL",371,566543,2483575
PGV,TPA,"Greenville, NC","Tampa, FL",608,157069,2483575
CVG,TPA,"Cincinnati, OH","Tampa, FL",773,2050030,2483575
MDT,TPA,"Harrisburg, PA","Tampa, FL",904,513711,2483575
BHM,TPA,"Birmingham, AL","Tampa, FL",460,1065089,2483575
GSP,TPA,"Greenville, SC","Tampa, FL",478,572407,2483575
BNA,TPA,"Nashville, TN","Tampa, FL",612,1363834,2483575
MKE,TPA,"Milwaukee, WI","Tampa, FL",1075,1521102,2483575
LAS,TPA,"Las Vegas, NV","Tampa, FL",1984,1515571,2483575
PNS,TPA,"Pensacola, FL","Tampa, FL",330,427823,2483575
MSY,TPA,"New Orleans, LA","Tampa, FL",487,1311390,2483575
SAT,TPA,"San Antonio, TX","Tampa, FL",972,1777397,2483575
LAX,TPA,"Los Angeles, CA","Tampa, FL",2158,25269954,2483575
MSP,TPA,"Minneapolis, MN","Tampa, FL",1307,3053303,2483575
PFN,TPA,"Panama City, FL","Tampa, FL",245,152213,2483575
IND,TPA,"Indianapolis, IN","Tampa, FL",838,1578239,2483575
TLH,TPA,"Tallahassee, FL","Tampa, FL",200,327044,2483575
IAD,TPA,"Washington, DC","Tampa, FL",810,10029142,2483575
ABQ,TPA,"Albuquerque, NM","Tampa, FL",1497,753670,2483575
DCA,TPA,"Washington, DC","Tampa, FL",814,10029142,2483575
MCI,TPA,"Kansas City, MO","Tampa, FL",1048,1890419,2483575
PIB,TPA,"Hattiesburg, MS","Tampa, FL",474,126694,2483575
ILN,TPA,"Wilmington, OH","Tampa, FL",798,41220,2483575
BWI,TPA,"Baltimore, MD","Tampa, FL",842,2600580,2483575
CLE,TPA,"Cleveland, OH","Tampa, FL",927,2140552,2483575
CLT,TPA,"Charlotte, NC","Tampa, FL",508,1406699,2483575
CMI,TPA,"Champaign, IL","Tampa, FL",894,213351,2483575
AVL,TPA,"Asheville, NC","Tampa, FL",514,377810,2483575
LGA,TPA,"New York, NY","Tampa, FL",1011,37180170,2483575
JFK,TPA,"New York, NY","Tampa, FL",1005,37180170,2483575
SAV,TPA,"Savannah, GA","Tampa, FL",297,301662,2483575
RFD,TPA,"Rockford, IL","Tampa, FL",1048,327080,2483575
GRB,TPA,"Green Bay, WI","Tampa, FL",1180,288747,2483575
PHX,TPA,"Phoenix, AZ","Tampa, FL",1788,3496957,2483575
RDU,TPA,"Raleigh, NC","Tampa, FL",587,863488,2483575
CAE,TPA,"Columbia, SC","Tampa, FL",420,663454,2483575
MBS,TPA,"Saginaw, MI","Tampa, FL",1076,209054,2483575
MCO,TPA,"Orlando, FL","Tampa, FL",80,1756852,2483575
MAF,TPA,"Midland, TX","Tampa, FL",1209,116953,2483575
MEM,TPA,"Memphis, TN","Tampa, FL",656,1226669,2483575
BDL,TPA,"Hartford, CT","Tampa, FL",1111,1165667,2483575
GPT,TPA,"Gulfport, MS","Tampa, FL",429,249820,2483575
CMH,TPA,"Columbus, OH","Tampa, FL",829,1659344,2483575
EYW,TPA,"Key West, FL","Tampa, FL",240,78963,2483575
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",197,5212602,2483575
PBI,TPA,"West Palm Beach, FL","Tampa, FL",174,5212602,2483575
JAX,TPA,"Jacksonville, FL","Tampa, FL",180,1172801,2483575
SFO,TPA,"San Francisco, CA","Tampa, FL",2392,8331356,2483575
PHL,TPA,"Philadelphia, PA","Tampa, FL",920,11511748,2483575
ACY,TPA,"Atlantic City, NJ","Tampa, FL",914,258169,2483575
OKC,TPA,"Oklahoma City, OK","Tampa, FL",1023,1120187,2483575
HOU,TPA,"Houston, TX","Tampa, FL",781,4978638,2483575
IAH,TPA,"Houston, TX","Tampa, FL",787,4978638,2483575
EFD,TPA,"Houston, TX","Tampa, FL",774,4978638,2483575
ATL,TPA,"Atlanta, GA","Tampa, FL",406,4555490,2483575
BUF,TPA,"Buffalo, NY","Tampa, FL",1054,1158368,2483575
ORD,TPA,"Chicago, IL","Tampa, FL",1012,18490270,2483575
DTW,TPA,"Detroit, MI","Tampa, FL",983,8972134,2483575
MDW,TPA,"Chicago, IL","Tampa, FL",997,18490270,2483575
DTW,TPA,"Detroit, MI","Tampa, FL",983,8985512,2522780
ORD,TPA,"Chicago, IL","Tampa, FL",1012,18572324,2522780
MDW,TPA,"Chicago, IL","Tampa, FL",997,18572324,2522780
YIP,TPA,"Detroit, MI","Tampa, FL",985,8985512,2522780
HOU,TPA,"Houston, TX","Tampa, FL",781,5084017,2522780
IAH,TPA,"Houston, TX","Tampa, FL",787,5084017,2522780
ATL,TPA,"Atlanta, GA","Tampa, FL",406,4673146,2522780
BUF,TPA,"Buffalo, NY","Tampa, FL",1054,1154212,2522780
AGS,TPA,"Augusta, GA","Tampa, FL",373,509465,2522780
ABQ,TPA,"Albuquerque, NM","Tampa, FL",1497,766154,2522780
MCI,TPA,"Kansas City, MO","Tampa, FL",1048,1912368,2522780
ILN,TPA,"Wilmington, OH","Tampa, FL",798,41441,2522780
IAD,TPA,"Washington, DC","Tampa, FL",810,10172752,2522780
DCA,TPA,"Washington, DC","Tampa, FL",814,10172752,2522780
PIB,TPA,"Hattiesburg, MS","Tampa, FL",474,128121,2522780
SHV,TPA,"Shreveport, LA","Tampa, FL",742,376825,2522780
SAT,TPA,"San Antonio, TX","Tampa, FL",972,1808267,2522780
MSY,TPA,"New Orleans, LA","Tampa, FL",487,1312039,2522780
MSP,TPA,"Minneapolis, MN","Tampa, FL",1307,3078253,2522780
LAX,TPA,"Los Angeles, CA","Tampa, FL",2158,25434866,2522780
PFN,TPA,"Panama City, FL","Tampa, FL",245,154726,2522780
IND,TPA,"Indianapolis, IN","Tampa, FL",838,1600165,2522780
TLH,TPA,"Tallahassee, FL","Tampa, FL",200,332429,2522780
CID,TPA,"Cedar Rapids, IA","Tampa, FL",1090,243094,2522780
GRR,TPA,"Grand Rapids, MI","Tampa, FL",1041,759978,2522780
EWR,TPA,"Newark, NJ","Tampa, FL",998,18671320,2522780
TUP,TPA,"Tupelo, MS","Tampa, FL",569,127964,2522780
BOS,TPA,"Boston, MA","Tampa, FL",1185,8916374,2522780
DFW,TPA,"Dallas, TX","Tampa, FL",929,11164066,2522780
APF,TPA,"Naples, FL","Tampa, FL",134,284896,2522780
DAL,TPA,"Dallas, TX","Tampa, FL",917,11164066,2522780
CAK,TPA,"Akron, OH","Tampa, FL",894,700286,2522780
MIA,TPA,"Miami, FL","Tampa, FL",204,10561342,2522780
AUS,TPA,"Austin, TX","Tampa, FL",930,1382693,2522780
OPF,TPA,"Miami, FL","Tampa, FL",199,10561342,2522780
AUS,TPA,"Austin, TX","Tampa, FL",928,1382693,2522780
FNT,TPA,"Flint, MI","Tampa, FL",1036,439544,2522780
TPA,TPA,"Tampa, FL","Tampa, FL",0,2522780,2522780
ALB,TPA,"Albany, NY","Tampa, FL",1130,839741,2522780
LEX,TPA,"Lexington, KY","Tampa, FL",704,426187,2522780
BNA,TPA,"Nashville, TN","Tampa, FL",612,1386743,2522780
LAS,TPA,"Las Vegas, NV","Tampa, FL",1984,1572924,2522780
MKE,TPA,"Milwaukee, WI","Tampa, FL",1075,1528417,2522780
SAN,TPA,"San Diego, CA","Tampa, FL",2087,2926814,2522780
PNS,TPA,"Pensacola, FL","Tampa, FL",330,433589,2522780
NZY,TPA,"San Diego, CA","Tampa, FL",2088,2926814,2522780
PVD,TPA,"Providence, RI","Tampa, FL",1137,1617323,2522780
PIT,TPA,"Pittsburgh, PA","Tampa, FL",873,2400193,2522780
STL,TPA,"St. Louis, MO","Tampa, FL",869,2743862,2522780
SUS,TPA,"St. Louis, MO","Tampa, FL",873,2743862,2522780
AEX,TPA,"Alexandria, LA","Tampa, FL",645,145545,2522780
DSM,TPA,"Des Moines, IA","Tampa, FL",1127,504107,2522780
BHM,TPA,"Birmingham, AL","Tampa, FL",460,1073439,2522780
CVG,TPA,"Cincinnati, OH","Tampa, FL",773,2066256,2522780
PGV,TPA,"Greenville, NC","Tampa, FL",608,159023,2522780
CHS,TPA,"Charleston, SC","Tampa, FL",371,576539,2522780
MHT,TPA,"Manchester, NH","Tampa, FL",1204,393018,2522780
PHL,TPA,"Philadelphia, PA","Tampa, FL",920,11575576,2522780
JAX,TPA,"Jacksonville, FL","Tampa, FL",180,1194706,2522780
ACY,TPA,"Atlantic City, NJ","Tampa, FL",914,261810,2522780
SFO,TPA,"San Francisco, CA","Tampa, FL",2392,8306286,2522780
OKC,TPA,"Oklahoma City, OK","Tampa, FL",1023,1131487,2522780
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",197,5280671,2522780
COS,TPA,"Colorado Springs, CO","Tampa, FL",1478,572399,2522780
PBI,TPA,"West Palm Beach, FL","Tampa, FL",174,5280671,2522780
TYS,TPA,"Knoxville, TN","Tampa, FL",547,641551,2522780
GRB,TPA,"Green Bay, WI","Tampa, FL",1180,290972,2522780
CLE,TPA,"Cleveland, OH","Tampa, FL",927,2136026,2522780
BWI,TPA,"Baltimore, MD","Tampa, FL",842,2621815,2522780
CLT,TPA,"Charlotte, NC","Tampa, FL",508,1436890,2522780
LGA,TPA,"New York, NY","Tampa, FL",1011,37342640,2522780
SJC,TPA,"San Jose, CA","Tampa, FL",2367,1723138,2522780
PDX,TPA,"Portland, OR","Tampa, FL",2497,2034000,2522780
JFK,TPA,"New York, NY","Tampa, FL",1005,37342640,2522780
SYR,TPA,"Syracuse, NY","Tampa, FL",1104,649679,2522780
BDL,TPA,"Hartford, CT","Tampa, FL",1111,1173575,2522780
CMH,TPA,"Columbus, OH","Tampa, FL",829,1678827,2522780
GPT,TPA,"Gulfport, MS","Tampa, FL",429,249989,2522780
EYW,TPA,"Key West, FL","Tampa, FL",240,78880,2522780
PHX,TPA,"Phoenix, AZ","Tampa, FL",1788,3600163,2522780
AMA,TPA,"Amarillo, TX","Tampa, FL",1234,232791,2522780
RDU,TPA,"Raleigh, NC","Tampa, FL",587,889313,2522780
CAE,TPA,"Columbia, SC","Tampa, FL",420,673209,2522780
SEA,TPA,"Seattle, WA","Tampa, FL",2520,6277876,2522780
CSG,TPA,"Columbus, GA","Tampa, FL",344,281683,2522780
MCO,TPA,"Orlando, FL","Tampa, FL",80,1803474,2522780
MEM,TPA,"Memphis, TN","Tampa, FL",656,1238075,2522780
LNK,TPA,"Lincoln, NE","Tampa, FL",1200,278417,2522780
OAK,TPA,"Oakland, CA","Tampa, FL",2384,4153143,2522780
JAN,TPA,"Jackson, MS","Tampa, FL",541,509068,2522780
LAN,TPA,"Lansing, MI","Tampa, FL",1027,454600,2522780
MCO,TPA,"Orlando, FL","Tampa, FL",80,1866597,2578104
MEM,TPA,"Memphis, TN","Tampa, FL",656,1249048,2578104
MAF,TPA,"Midland, TX","Tampa, FL",1209,119145,2578104
SFB,TPA,"Orlando, FL","Tampa, FL",96,1866597,2578104
MSN,TPA,"Madison, WI","Tampa, FL",1113,533567,2578104
OAK,TPA,"Oakland, CA","Tampa, FL",2384,4143522,2578104
CMH,TPA,"Columbus, OH","Tampa, FL",829,1696238,2578104
BDL,TPA,"Hartford, CT","Tampa, FL",1111,1175284,2578104
GPT,TPA,"Gulfport, MS","Tampa, FL",429,254385,2578104
EYW,TPA,"Key West, FL","Tampa, FL",240,77901,2578104
CAE,TPA,"Columbia, SC","Tampa, FL",420,685098,2578104
PHX,TPA,"Phoenix, AZ","Tampa, FL",1788,3723359,2578104
RDU,TPA,"Raleigh, NC","Tampa, FL",587,916790,2578104
MIA,TPA,"Miami, FL","Tampa, FL",204,10725356,2578104
AUS,TPA,"Austin, TX","Tampa, FL",930,1418999,2578104
AUS,TPA,"Austin, TX","Tampa, FL",928,1418999,2578104
CAK,TPA,"Akron, OH","Tampa, FL",894,700587,2578104
TUL,TPA,"Tulsa, OK","Tampa, FL",965,877172,2578104
OPF,TPA,"Miami, FL","Tampa, FL",199,10725356,2578104
FNT,TPA,"Flint, MI","Tampa, FL",1036,439880,2578104
ALB,TPA,"Albany, NY","Tampa, FL",1130,843928,2578104
TPA,TPA,"Tampa, FL","Tampa, FL",0,2578104,2578104
EWR,TPA,"Newark, NJ","Tampa, FL",998,18747431,2578104
TOL,TPA,"Toledo, OH","Tampa, FL",941,671681,2578104
DFW,TPA,"Dallas, TX","Tampa, FL",929,11379964,2578104
BOS,TPA,"Boston, MA","Tampa, FL",1185,8912958,2578104
DAY,TPA,"Dayton, OH","Tampa, FL",828,845594,2578104
DAL,TPA,"Dallas, TX","Tampa, FL",917,11379964,2578104
FTW,TPA,"Dallas, TX","Tampa, FL",945,11379964,2578104
BFM,TPA,"Mobile, AL","Tampa, FL",381,397521,2578104
ATL,TPA,"Atlanta, GA","Tampa, FL",406,4802300,2578104
BUF,TPA,"Buffalo, NY","Tampa, FL",1054,1148714,2578104
ORD,TPA,"Chicago, IL","Tampa, FL",1012,18664180,2578104
DTW,TPA,"Detroit, MI","Tampa, FL",983,8996622,2578104
MDW,TPA,"Chicago, IL","Tampa, FL",997,18664180,2578104
HOU,TPA,"Houston, TX","Tampa, FL",781,5190444,2578104
IAH,TPA,"Houston, TX","Tampa, FL",787,5190444,2578104
EFD,TPA,"Houston, TX","Tampa, FL",774,5190444,2578104
TLH,TPA,"Tallahassee, FL","Tampa, FL",200,336783,2578104
IND,TPA,"Indianapolis, IN","Tampa, FL",838,1622935,2578104
GRR,TPA,"Grand Rapids, MI","Tampa, FL",1041,763372,2578104
CID,TPA,"Cedar Rapids, IA","Tampa, FL",1090,244966,2578104
MCI,TPA,"Kansas City, MO","Tampa, FL",1048,1935840,2578104
IAD,TPA,"Washington, DC","Tampa, FL",810,10317048,2578104
DCA,TPA,"Washington, DC","Tampa, FL",814,10317048,2578104
ABQ,TPA,"Albuquerque, NM","Tampa, FL",1497,780865,2578104
ILN,TPA,"Wilmington, OH","Tampa, FL",798,41798,2578104
GNV,TPA,"Gainesville, FL","Tampa, FL",119,244060,2578104
PIB,TPA,"Hattiesburg, MS","Tampa, FL",474,129871,2578104
MSY,TPA,"New Orleans, LA","Tampa, FL",487,1314721,2578104
MSP,TPA,"Minneapolis, MN","Tampa, FL",1307,3106569,2578104
LAX,TPA,"Los Angeles, CA","Tampa, FL",2158,25529180,2578104
SAT,TPA,"San Antonio, TX","Tampa, FL",972,1843927,2578104
PFN,TPA,"Panama City, FL","Tampa, FL",245,157841,2578104
LGA,TPA,"New York, NY","Tampa, FL",1011,37494862,2578104
JFK,TPA,"New York, NY","Tampa, FL",1005,37494862,2578104
SYR,TPA,"Syracuse, NY","Tampa, FL",1104,649089,2578104
SAV,TPA,"Savannah, GA","Tampa, FL",297,310310,2578104
RIC,TPA,"Richmond, VA","Tampa, FL",723,1155330,2578104
AVP,TPA,"Scranton, PA","Tampa, FL",999,549039,2578104
SJC,TPA,"San Jose, CA","Tampa, FL",2367,1724074,2578104
TYS,TPA,"Knoxville, TN","Tampa, FL",547,648530,2578104
CLE,TPA,"Cleveland, OH","Tampa, FL",927,2128958,2578104
BWI,TPA,"Baltimore, MD","Tampa, FL",842,2638066,2578104
CLT,TPA,"Charlotte, NC","Tampa, FL",508,1471706,2578104
CVG,TPA,"Cincinnati, OH","Tampa, FL",773,2083905,2578104
BHM,TPA,"Birmingham, AL","Tampa, FL",460,1081705,2578104
GSO,TPA,"Greensboro, NC","Tampa, FL",580,665024,2578104
STL,TPA,"St. Louis, MO","Tampa, FL",869,2759153,2578104
MHT,TPA,"Manchester, NH","Tampa, FL",1204,396542,2578104
SUS,TPA,"St. Louis, MO","Tampa, FL",873,2759153,2578104
CHS,TPA,"Charleston, SC","Tampa, FL",371,590096,2578104
PGV,TPA,"Greenville, NC","Tampa, FL",608,161371,2578104
HSV,TPA,"Huntsville, AL","Tampa, FL",523,363221,2578104
GSP,TPA,"Greenville, SC","Tampa, FL",478,583166,2578104
SNA,TPA,"Santa Ana, CA","Tampa, FL",2126,12764590,2578104
LAS,TPA,"Las Vegas, NV","Tampa, FL",1984,1646875,2578104
MKE,TPA,"Milwaukee, WI","Tampa, FL",1075,1533932,2578104
ROC,TPA,"Rochester, NY","Tampa, FL",1079,1038019,2578104
BNA,TPA,"Nashville, TN","Tampa, FL",612,1416452,2578104
PNS,TPA,"Pensacola, FL","Tampa, FL",330,440052,2578104
SAN,TPA,"San Diego, CA","Tampa, FL",2087,2935672,2578104
NPA,TPA,"Pensacola, FL","Tampa, FL",332,440052,2578104
PVD,TPA,"Providence, RI","Tampa, FL",1137,1616874,2578104
PIT,TPA,"Pittsburgh, PA","Tampa, FL",873,2387819,2578104
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",197,5362678,2578104
SLC,TPA,"Salt Lake City, UT","Tampa, FL",1887,1030597,2578104
PBI,TPA,"West Palm Beach, FL","Tampa, FL",174,5362678,2578104
PHL,TPA,"Philadelphia, PA","Tampa, FL",920,11645752,2578104
JAX,TPA,"Jacksonville, FL","Tampa, FL",180,1222731,2578104
ACY,TPA,"Atlantic City, NJ","Tampa, FL",914,266015,2578104
PHL,TPA,"Philadelphia, PA","Tampa, FL",920,11701242,2638814
SCE,TPA,"State College, PA","Tampa, FL",927,141643,2638814
ACY,TPA,"Atlantic City, NJ","Tampa, FL",914,268318,2638814
JAX,TPA,"Jacksonville, FL","Tampa, FL",180,1248524,2638814
OKC,TPA,"Oklahoma City, OK","Tampa, FL",1023,1155093,2638814
SFO,TPA,"San Francisco, CA","Tampa, FL",2392,8299214,2638814
FLL,TPA,"Fort Lauderdale, FL","Tampa, FL",197,5443159,2638814
SLC,TPA,"Salt Lake City, UT","Tampa, FL",1887,1044845,2638814
PBI,TPA,"West Palm Beach, FL","Tampa, FL",174,5443159,2638814
IAH,TPA,"Houston, TX","Tampa, FL",787,5299567,2638814
HOU,TPA,"Houston, TX","Tampa, FL",781,5299567,2638814
ATL,TPA,"Atlanta, GA","Tampa, FL",406,4947012,2638814
BUF,TPA,"Buffalo, NY","Tampa, FL",1054,1139328,2638814
DTW,TPA,"Detroit, MI","Tampa, FL",983,8988796,2638814
MDW,TPA,"Chicago, IL","Tampa, FL",997,18724160,2638814
ORD,TPA,"Chicago, IL","Tampa, FL",1012,18724160,2638814
PHX,TPA,"Phoenix, AZ","Tampa, FL",1788,3884588,2638814
CAE,TPA,"Columbia, SC","Tampa, FL",420,691990,2638814
RDU,TPA,"Raleigh, NC","Tampa, FL",587,953157,2638814
SEA,TPA,"Seattle, WA","Tampa, FL",2520,6404776,2638814
MCO,TPA,"Orlando, FL","Tampa, FL",80,1939766,2638814
MEM,TPA,"Memphis, TN","Tampa, FL",656,1261429,2638814
SFB,TPA,"Orlando, FL","Tampa, FL",96,1939766,2638814
MSN,TPA,"Madison, WI","Tampa, FL",1113,540145,2638814
EYW,TPA,"Key West, FL","Tampa, FL",240,76135,2638814
BDL,TPA,"Hartford, CT","Tampa, FL",1111,1178556,2638814
CMH,TPA,"Columbus, OH","Tampa, FL",829,1714463,2638814
GPT,TPA,"Gulfport, MS","Tampa, FL",429,256655,2638814
MEI,TPA,"Meridian, MS","Tampa, FL",478,104672,2638814
BOS,TPA,"Boston, MA","Tampa, FL",1185,8917782,2638814
DFW,TPA,"Dallas, TX","Tampa, FL",929,11632814,2638814
DAY,TPA,"Dayton, OH","Tampa, FL",828,843575,2638814
AFW,TPA,"Dallas, TX","Tampa, FL",946,11632814,2638814
MIA,TPA,"Miami, FL","Tampa, FL",204,10886318,2638814
RNO,TPA,"Reno, NV","Tampa, FL",2267,394881,2638814
FNT,TPA,"Flint, MI","Tampa, FL",1036,439216,2638814
CAK,TPA,"Akron, OH","Tampa, FL",894,700649,2638814
AUS,TPA,"Austin, TX","Tampa, FL",928,1464309,2638814
TPA,TPA,"Tampa, FL","Tampa, FL",0,2638814,2638814
AUS,MCF,"Austin, TX","Tampa, FL",930,1464309,2638814
OPF,TPA,"Miami, FL","Tampa, FL",199,10886318,2638814
ALB,TPA,"Albany, NY","Tampa, FL",1130,846357,2638814
OMA,TPA,"Omaha, NE","Tampa, FL",1190,810493,2638814
EWR,TPA,"Newark, NJ","Tampa, FL",998,18798114,2638814
PIT,TPA,"Pittsburgh, PA","Tampa, FL",873,2372328,2638814
PVD,TPA,"Providence, RI","Tampa, FL",1137,1609677,2638814
MHT,TPA,"Manchester, NH","Tampa, FL",1204,398927,2638814
GSP,TPA,"Greenville, SC","Tampa, FL",478,590654,2638814
GSO,TPA,"Greensboro, NC","Tampa, FL",580,673638,2638814
CVG,TPA,"Cincinnati, OH","Tampa, FL",773,2102422,2638814
STL,TPA,"St. Louis, MO","Tampa, FL",869,2773155,2638814
DSM,TPA,"Des Moines, IA","Tampa, FL",1127,522760,2638814
HSV,TPA,"Huntsville, AL","Tampa, FL",523,370064,2638814
CHS,TPA,"Charleston, SC","Tampa, FL",371,601429,2638814
BHM,TPA,"Birmingham, AL","Tampa, FL",460,1090441,2638814
SUS,TPA,"St. Louis, MO","Tampa, FL",873,2773155,2638814
BNA,TPA,"Nashville, TN","Tampa, FL",612,1450538,2638814
ROC,TPA,"Rochester, NY","Tampa, FL",1079,1033470,2638814
MKE,TPA,"Milwaukee, WI","Tampa, FL",1075,1536320,2638814
LAS,TPA,"Las Vegas, NV","Tampa, FL",1984,1708846,2638814
LEX,TPA,"Lexington, KY","Tampa, FL",704,439164,2638814
PNS,TPA,"Pensacola, FL","Tampa, FL",330,444840,2638814
SAN,TPA,"San Diego, CA","Tampa, FL",2087,2941770,2638814
MSP,TPA,"Minneapolis, MN","Tampa, FL",1307,3132772,2638814
MSY,TPA,"New Orleans, LA","Tampa, FL",487,1313460,2638814
SAT,TPA,"San Antonio, TX","Tampa, FL",972,1878120,2638814
LAX,TPA,"Los Angeles, CA","Tampa, FL",2158,25522350,2638814
PFN,TPA,"Panama City, FL","Tampa, FL",245,161586,2638814
IND,TPA,"Indianapolis, IN","Tampa, FL",838,1645027,2638814
CID,TPA,"Cedar Rapids, IA","Tampa, FL",1090,247060,2638814
TLH,TPA,"Tallahassee, FL","Tampa, FL",200,341471,2638814
GRR,TPA,"Grand Rapids, MI","Tampa, FL",1041,767149,2638814
IAD,TPA,"Washington, DC","Tampa, FL",810,10458534,2638814
ABQ,TPA,"Albuquerque, NM","Tampa, FL",1497,798722,2638814
DCA,TPA,"Washington, DC","Tampa, FL",814,10458534,2638814
MCI,TPA,"Kansas City, MO","Tampa, FL",1048,1958504,2638814
ILN,TPA,"Wilmington, OH","Tampa, FL",798,42063,2638814
GNV,TPA,"Gainesville, FL","Tampa, FL",119,248066,2638814
GFK,TPA,"Grand Forks, ND","Tampa, FL",1587,97298,2638814
BTR,TPA,"Baton Rouge, LA","Tampa, FL",549,729886,2638814
CLT,TPA,"Charlotte, NC","Tampa, FL",508,1519448,2638814
BWI,TPA,"Baltimore, MD","Tampa, FL",842,2649586,2638814
CLE,TPA,"Cleveland, OH","Tampa, FL",927,2118249,2638814
LGA,TPA,"New York, NY","Tampa, FL",1011,37596228,2638814
SYR,TPA,"Syracuse, NY","Tampa, FL",1104,646130,2638814
JFK,TPA,"New York, NY","Tampa, FL",1005,37596228,2638814
RIC,TPA,"Richmond, VA","Tampa, FL",723,1174017,2638814
SAV,TPA,"Savannah, GA","Tampa, FL",297,314190,2638814
TYS,TPA,"Knoxville, TN","Tampa, FL",547,658316,2638814
GRB,TPA,"Green Bay, WI","Tampa, FL",1180,296463,2638814
TYS,TPA,"Knoxville, TN","Tampa, FL",547,671227,2684639
BWI,TPA,"Baltimore, MD","Tampa, FL",842,2662048,2684639
CLT,TPA,"Charlotte, NC","Tampa, FL",508,1583869,2684639
CLE,TPA,"Cleveland, OH","Tampa, FL",927,2106336,2684639
CMI,TPA,"Champaign, IL","Tampa, FL",894,221056,2684639
LGA,TPA,"New York, NY","Tampa, FL",1011,37651266,2684639
JFK,TPA,"New York, NY","Tampa, FL",1005,37651266,2684639
